Elo_Ranking,ID,Name,Elo
573.0,704,Florida National University,392.0
573.0,444,Pensacola Chr,392.0
573.0,832,Brigham Young-Hawaii,392.0
573.0,203,St Francis IL,392.0
573.0,205,Austin Col,392.0
573.0,213,Florida Col,392.0
573.0,822,William Jessup,392.0
573.0,811,Campbellsville,392.0
573.0,798,Northwest Christian,392.0
573.0,765,McMurry,392.0
573.0,297,Pace,392.0
573.0,749,UC-San Diego,392.0
573.0,315,MIT,392.0
573.0,318,UC San Diego,392.0
573.0,742,University of the Southwest,392.0
573.0,333,Bluefield WV,392.0
573.0,722,Illinois Tech,392.0
573.0,348,Catholic,392.0
573.0,698,Chadron State,392.0
573.0,350,Nova SE,392.0
573.0,377,Aurora,392.0
573.0,362,IL Springfield,392.0
573.0,73,Brewton-Parker,392.0
573.0,201,Wm Carey,392.0
573.0,854,Texas-Tyler,392.0
573.0,81,Cal St-LA,392.0
573.0,375,Earlham,392.0
573.0,159,Flagler,392.0
573.0,665,Cincinnati Christian,392.0
573.0,115,NYIT,392.0
573.0,652,San Francisco State,392.0
573.0,857,Central State (OH),392.0
573.0,135,Black Hills St,392.0
552.0,516,Gwynedd-Mercy,391.9960597734522
551.0,566,Arlington Bap,391.99156332371865
550.0,453,IN S Bend,391.99152295793954
549.0,931,Lincoln,391.98574977774626
548.0,971,Tampa,391.9607036134453
547.0,921,Concordia (OR),391.9519075091399
546.0,1030,York (NE),391.94748793471723
545.0,907,SUNY-Oneonta,391.92131791537764
544.0,974,Wesley,391.91228899135217
543.0,859,Fairleigh Dickinson-Florham,391.9061668909684
542.0,873,Westminster,391.89246257017663
541.0,869,Colorado Christian,391.8766288534526
540.0,1018,Point Loma Nazarene,391.8740441282429
539.0,918,Chestnut Hill,391.86741466405886
538.0,123,McNeese St,391.8560195964891
537.0,531,Bethel TN,391.8557908496352
536.0,876,Kenyon,391.8497019043775
535.0,515,Olivet Naz,391.84047857236396
534.0,1019,Cal State East Bay,391.8400947018096
533.0,572,Northwest WA,391.8377897321316
532.0,627,Alfred St,391.8375560467327
531.0,512,Brevard,391.8362384379047
530.0,615,Cameron,391.8351171081704
529.0,495,Chadron St,391.8326743495852
528.0,484,Trinity Chr,391.8325769446556
527.0,544,MT-Great Falls,391.82875228941884
526.0,481,Ohio Mid-Western,391.82843762800087
525.0,571,Mt Vernon Naz,391.82740184821813
524.0,846,William Jewell,391.8272150111333
523.0,524,Pac Lutheran,391.8244885379377
522.0,851,Pacific Lutheran,391.82247426150695
521.0,507,Dallas Chr,391.81996901206236
520.0,471,Palm Beach Atl,391.81592328317976
513.5,423,Young Harris,391.8158257405152
513.5,429,Newbury,391.8158257405152
513.5,842,George Fox,391.8158257405152
513.5,893,Mobile,391.8158257405152
513.5,430,Warner,391.8158257405152
513.5,418,Presentation,391.8158257405152
513.5,449,College of Faith,391.8158257405152
513.5,440,Thomas ME,391.8158257405152
513.5,847,Saint Mary's (MN),391.8158257405152
513.5,436,Mayville St,391.8158257405152
513.5,405,Berea,391.8158257405152
513.5,425,IU Kokomo,391.8158257405152
507.0,625,NM Highlands,391.81289052831846
506.0,991,Ursinus,391.8123655427778
505.0,514,Missouri Val,391.81188870414513
504.0,478,Transylvania,391.8117867363797
503.0,491,Merchant Marine,391.8075484760202
502.0,874,Mount Saint Vincent,391.80511409067293
501.0,561,Iowa Wesleyan,391.79939267874437
500.0,547,Belhaven MS,391.79296956328295
499.0,858,Texas Wesleyan,391.78932656124357
498.0,849,Texas College,391.7777900228932
497.0,923,Mt. St. Joseph,391.74837370805176
496.0,614,Anderson IN,391.70874593879165
495.0,629,MT Tech,391.699077108782
494.0,981,Geneva,391.68184294491783
493.0,901,Texas A&M-Kingsville,391.6806848469241
492.0,585,Case Western,391.6798191951409
491.0,530,Mid-Atlantic Chr,391.67659927700487
490.0,883,Mississippi College,391.66805560391936
489.0,990,New Hope Christian,391.662963195675
488.0,884,Cal State Monterey Bay,391.66166648181803
487.0,977,Le Tourneau,391.6591350065801
486.0,986,Illinois-Springfield,391.651478936369
485.0,508,Greenville,391.6446157774282
484.0,513,Concordia SP,391.6434573017824
483.0,554,Limestone,391.64066019225606
481.0,434,Indiana NW,391.64030610543466
481.0,463,Hartwick,391.64030610543466
481.0,483,The Master's,391.64030610543466
479.0,949,Mercy,391.6383519971612
477.0,442,Hannibal-Lagr,391.6318466032389
477.0,474,Old Westbury,391.6318466032389
477.0,475,Keystone,391.6318466032389
475.0,885,Grace Bible,391.62926657413385
474.0,489,Hood,391.6275197770587
473.0,509,Wm Jewell,391.6247007808872
472.0,1011,Bridgewater (VA),391.62324485386284
471.0,979,Columbia International,391.5826747908381
470.0,1025,St. Ambrose,391.5767872685018
469.0,1008,Cedarville,391.57023358789405
468.0,580,CS Dom. Hills,391.55309352144576
467.0,987,Northwest Indian College,391.55085152478506
466.0,622,Cheyney St,391.5061692349829
465.0,956,Angelo State,391.50528927884056
464.0,519,PSU Mont Alto,391.50154505857324
463.0,504,PSU-Harrisburg,391.5012968360823
462.0,599,Haskell,391.49983294352234
461.0,539,Mid Georgia,391.4995191492411
460.0,584,Dickinson St ND,391.4809866523101
459.0,913,Minnesota-Duluth,391.4728980710614
458.0,575,King TN,391.46981811578695
457.0,521,J&W RI,391.4690842793302
456.0,500,St Xavier IL,391.4650957905236
455.0,576,Truman St,391.46465233451795
454.0,1006,St. Andrews,391.43256939971235
453.0,1022,Pine Manor,391.4207832344586
452.0,969,Arkansas-Monticello,391.386638223976
451.0,980,Ohio Dominican,391.3765460708792
450.0,919,Penn State-Harrisburg,391.37651233999003
449.0,612,St Catharine,391.3719383408409
448.0,602,R Morris Spfd,391.361619473312
447.0,609,Wentworth Tech,391.3576897286228
446.0,911,Linfield,391.35740950531294
445.0,933,William Woods,391.3524990951551
444.0,904,Medgar Evers,391.3514496736071
443.0,568,Mt St Vincent,391.3478749681595
442.0,972,Arlington Baptist,391.3342203591807
441.0,535,S Dakota Tech,391.3303077483334
440.0,734,Seton Hill,391.32714443676605
439.0,621,Rhodes,391.3191295868454
438.0,542,Loyola NO,391.31404639439364
437.0,581,St Thomas TX,391.3072833833409
436.0,548,Selma AL,391.3051716751732
435.0,523,Goldey Beacom,391.30208846128403
434.0,527,MT Western,391.2860434991139
433.0,964,Utica,391.2801819370837
432.0,608,Capital,391.20063491754615
431.0,992,Missouri Valley,391.1991773064058
430.0,934,Cincinnati-Clermont,391.1521420140807
429.0,603,Northwest Chr,391.148189331142
428.0,962,York (PA),391.1372594872177
427.0,985,Bluefield (WV),391.1069811356647
426.0,591,PSU-Beaver,391.10217794532247
425.0,853,Texas State,391.0467182509743
424.0,1005,Southeastern Oklahoma,391.0409871240429
423.0,557,Morrisville St,390.98872083744317
422.0,965,Cumberland,390.9345857389477
421.0,596,Simpson IA,390.9094719642105
420.0,1000,Widener,390.88699501566595
419.0,896,Alcorn State,390.8506736884079
418.0,863,La Roche,390.80531986603376
417.0,999,Purdue Calumet,390.78703270504127
416.0,1013,Lees-McRae,390.7810905199389
415.0,592,St Joseph's IN,390.6741426717455
414.0,982,East Central,390.6648135702545
413.0,892,Pensacola Christian,390.64628687056313
412.0,759,Randolph,390.59448340680467
411.0,932,Alaska-Anchorage,390.5853615807045
410.0,914,Notre Dame (CA),390.58152443901184
409.0,877,Queens (NY),390.5737038196533
408.0,968,Williams Baptist,390.5719116886422
407.0,929,Gallaudet,390.5569938415512
406.0,909,Kentucky State,390.4822296422199
405.0,1014,Westminster (MO),390.4778619717324
404.0,804,North Carolina-Greensboro,390.4648955705059
403.0,658,Rutgers-Newark,390.4564311785614
402.0,936,Staten Island,390.42210573367066
401.0,739,Trinity (FL),390.4054833619616
400.0,903,Florida College,390.16138066187324
399.0,906,Bob Jones University,390.10970496081916
398.0,1024,Cheyney,389.98878090088
397.0,983,Albany State (GA),389.9393489912183
396.0,945,Waldorf,389.9014656341323
395.0,674,Minnesota-Morris,389.87362851840913
394.0,780,Loyola Marymount,389.8145210416847
393.0,758,Covenant,389.736432959423
392.0,1002,Cairn,389.7356373432632
391.0,862,Long Island University,389.4606118896511
390.0,988,Maryville (MO),389.2822254668752
389.0,332,Duquesne,389.11679639732523
388.0,129,South Dakota,388.99355389257965
387.0,730,Johnson University,388.6645359535697
386.0,894,Trinity Christian,388.3059667265117
385.0,944,Selma University,388.1973349069991
384.0,173,Rider,388.15267797803176
383.0,829,St. Francis (NY),387.7091451824201
382.0,960,Tennessee Wesleyan,387.52036162144327
381.0,655,Saint Peter's,386.75186362361086
380.0,910,Carroll,386.5837107923037
379.0,912,Louisiana State-Shreveport,386.5462651812115
378.0,275,St Peter's,386.4031724055488
377.0,587,Concordia MI,386.3868171105932
376.0,852,New Mexico Highlands,386.3125428946408
375.0,549,Ouachita,386.27272845817663
374.0,276,Detroit,386.1158388269314
373.0,975,Judson,386.1088162477677
372.0,356,Manhattan,386.0472689622874
371.0,725,Eastern Kentucky,386.0369527372613
370.0,367,Austin Peay,385.8017894536963
369.0,40,UT San Antonio,385.68590174576326
368.0,805,Hawaii-Hilo,385.6249124671225
367.0,845,North Carolina Wesleyan,385.5966027876606
366.0,590,Arkansas Tech,385.51705627568293
365.0,593,Coker,385.4733693305163
364.0,790,Texas Lutheran,385.378058322544
363.0,601,Northland,385.2497278167099
362.0,487,Thomas Aquinas,385.0623672269773
